"AnimalID","t_0","site_0","Mass_std","Sex","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"757R",2009,"PYRAMID ROCK",0.526102746492117,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"758R",2009,"PYRAMID ROCK",-0.51270454794692,"M",12,12,12,12,12,12,12,12,12,2,3,12,12,6,7,8,9,10,12
"759R",2009,"PYRAMID ROCK",-0.0313060456459031,"F",12,12,12,12,12,12,12,12,12,2,3,12,12,12,12,12,12,12,12
"75R",2001,"PYRAMID ROCK",0.361413785178611,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"75Y",2002,"SOUTH SEAL ROCK",0.779470379282126,"M",12,12,12,12,4,5,6,7,8,9,12,12,12,12,12,12,12,12,12
"760R",2009,"PYRAMID ROCK",0.108046152388602,"M",12,12,12,12,12,12,12,12,1,2,12,12,5,6,7,8,9,12,11
"761R",2009,"PYRAMID ROCK",1.24820049994364,"M",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"762R",2009,"PYRAMID ROCK",-0.0439744272854033,"F",12,12,12,12,12,12,12,12,1,2,12,12,12,12,12,12,12,12,12
"763R",2009,"PYRAMID ROCK",0.386750548457612,"M",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"764R",2009,"PYRAMID ROCK",0.500765983213116,"F",12,12,12,12,12,12,12,12,12,2,12,4,5,6,7,8,9,10,12
"765R",2009,"PYRAMID ROCK",0.0193674809120989,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"766R",2009,"PYRAMID ROCK",0.272735113702108,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"767R",2009,"PYRAMID ROCK",-0.664725127620925,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"768R",2009,"PYRAMID ROCK",-0.550709692865421,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"769R",2009,"PYRAMID ROCK",0.804807142561126,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"76R",2001,"PYRAMID ROCK",0.374082166818111,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"76Y",2002,"SOUTH SEAL ROCK",1.12151668354864,"M",12,1,2,3,4,5,6,7,8,9,10,11,11,11,11,11,12,12,12
"770R",2009,"PYRAMID ROCK",0.944159340595631,"M",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"771R",2009,"PYRAMID ROCK",0.424755693376113,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"772R",2009,"PYRAMID ROCK",-0.132653098761906,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"773R",2009,"PYRAMID ROCK",0.133382915667603,"F",12,12,12,12,12,12,12,12,12,2,3,12,12,12,12,12,12,12,12
"774R",2009,"PYRAMID ROCK",0.0953777707491013,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"775R",2009,"PYRAMID ROCK",-0.588714837783923,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"776R",2009,"PYRAMID ROCK",0.260066732062607,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"777R",2009,"PYRAMID ROCK",-0.310010441714913,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"778R",2009,"PYRAMID ROCK",-0.588714837783923,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"779R",2009,"PYRAMID ROCK",0.817475524200627,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"77R",2001,"PYRAMID ROCK",-0.474699403028419,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"77Y",2002,"SOUTH SEAL ROCK",-0.0186376640064025,"F",12,12,2,3,4,12,12,12,12,12,12,11,12,12,11,12,12,11,12
"780R",2009,"PYRAMID ROCK",0.133382915667603,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"781R",2009,"PYRAMID ROCK",-0.335347204993914,"F",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"782R",2009,"PYRAMID ROCK",0.741465234363624,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"783R",2009,"PYRAMID ROCK",-0.335347204993914,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"784R",2009,"PYRAMID ROCK",0.196724823865105,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"785R",2009,"PYRAMID ROCK",-0.601383219423423,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"786R",2009,"PYRAMID ROCK",0.209393205504606,"F",12,12,12,12,12,12,12,12,12,2,3,4,5,12,12,12,12,12,12
"787R",2009,"PYRAMID ROCK",-0.436694258109917,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"788R",2009,"PYRAMID ROCK",-0.22133177023841,"M",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"789R",2009,"PYRAMID ROCK",-0.626719982702424,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"78R",2001,"PYRAMID ROCK",-0.22133177023841,"F",12,12,3,12,5,6,7,12,12,12,12,12,12,12,12,12,12,12,12
"78Y",2002,"SOUTH SEAL ROCK",0.209393205504606,"F",12,1,2,3,4,5,6,7,8,9,10,11,11,11,12,12,12,12,12
"790R",2009,"PYRAMID ROCK",0.34874540353911,"M",12,12,12,12,12,12,12,12,12,12,12,4,5,12,7,8,9,12,11
"791R",2009,"PYRAMID ROCK",-0.259336915156911,"F",12,12,12,12,12,12,12,12,1,12,12,12,5,6,7,8,9,10,12
"792R",2009,"PYRAMID ROCK",0.0953777707491013,"F",12,12,12,12,12,12,12,12,12,12,3,12,12,6,7,8,9,12,12
"793R",2009,"PYRAMID ROCK",-0.107316335482906,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"794R",2009,"PYRAMID ROCK",0.247398350423107,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"795R",2009,"PYRAMID ROCK",-0.208663388598909,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"796R",2009,"PYRAMID ROCK",-0.284673678435912,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"797R",2009,"PYRAMID ROCK",0.158719678946604,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"798R",2009,"PYRAMID ROCK",0.804807142561126,"M",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"799R",2009,"PYRAMID ROCK",0.538771128131617,"F",12,12,12,12,12,12,12,12,12,2,3,4,5,6,7,8,9,10,12
"79R",2001,"PYRAMID ROCK",0.196724823865105,"M",12,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"79Y",2002,"SOUTH SEAL ROCK",0.386750548457612,"M",12,12,2,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"7R",2001,"PYRAMID ROCK",-0.272005296796411,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"7Y",2002,"SOUTH SEAL ROCK",0.830143905840128,"M",12,12,2,3,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"800R",2009,"PYRAMID ROCK",1.02016963043263,"M",12,12,12,12,12,12,12,12,12,12,12,12,5,6,7,8,12,12,12
"801R",2009,"PYRAMID ROCK",0.158719678946604,"M",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"802R",2009,"PYRAMID ROCK",-0.436694258109917,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"803R",2009,"PYRAMID ROCK",0.842812287479627,"M",12,12,12,12,12,12,12,12,12,12,12,4,12,12,12,12,12,12,12
"804R",2009,"PYRAMID ROCK",0.450092456655114,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"805R",2009,"PYRAMID ROCK",0.412087311736612,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"806R",2009,"PYRAMID ROCK",-0.500036166307419,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"807R",2009,"PYRAMID ROCK",0.62744979960812,"M",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"808R",2009,"PYRAMID ROCK",-0.195995006959409,"F",12,12,12,12,12,12,12,12,1,2,12,4,5,6,7,8,9,10,11
"809R",2009,"PYRAMID ROCK",0.703460089445123,"F",12,12,12,12,12,12,12,12,12,2,3,4,5,6,7,8,9,10,12
"80R",2001,"PYRAMID ROCK",-0.576046456144422,"F",12,12,12,4,5,6,12,12,12,12,12,12,12,12,12,12,12,12,12
"80Y",2002,"SOUTH SEAL ROCK",0.982164485514132,"F",12,12,2,3,4,5,6,7,12,9,10,11,11,11,11,11,11,11,11
"810R",2009,"PYRAMID ROCK",0.260066732062607,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"811R",2009,"PYRAMID ROCK",-0.51270454794692,"F",12,12,12,12,12,12,12,12,12,12,3,4,5,6,7,8,9,10,11
"812R",2009,"PYRAMID ROCK",-0.386020731551915,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"813R",2009,"PYRAMID ROCK",-0.626719982702424,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"814R",2009,"PYRAMID ROCK",-0.107316335482906,"M",12,12,12,12,12,12,12,12,12,2,12,4,12,12,12,8,12,12,12
"815R",2009,"PYRAMID ROCK",0.513434364852616,"M",12,12,12,12,12,12,12,12,12,12,12,12,5,6,7,12,12,12,12
"816R",2009,"PYRAMID ROCK",0.33607702189961,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"817R",2009,"PYRAMID ROCK",0.209393205504606,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"818R",2009,"PYRAMID ROCK",0.640118181247621,"F",12,12,12,12,12,12,12,12,12,2,3,4,5,12,12,12,12,12,12
"819R",2009,"PYRAMID ROCK",0.868149050758629,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"81R",2001,"PYRAMID ROCK",-0.664725127620925,"F",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"81Y",2002,"SOUTH SEAL ROCK",1.50156813273365,"M",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"820R",2009,"PYRAMID ROCK",-0.183326625319908,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"821R",2009,"PYRAMID ROCK",1.19752697338564,"M",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"822R",2009,"PYRAMID ROCK",0.285403495341608,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"823R",2009,"PYRAMID ROCK",1.07084315699064,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"824R",2009,"PYRAMID ROCK",0.817475524200627,"M",12,12,12,12,12,12,12,12,12,12,12,4,12,12,7,8,12,12,12
"825R",2009,"PYRAMID ROCK",0.209393205504606,"F",12,12,12,12,12,12,12,12,12,12,12,4,12,6,7,8,9,10,12
"826R",2009,"PYRAMID ROCK",0.0193674809120989,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"827R",2009,"PYRAMID ROCK",0.437424075015614,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"828R",2009,"PYRAMID ROCK",0.842812287479627,"F",12,12,12,12,12,12,12,12,1,2,3,4,5,6,7,8,9,12,12
"829R",2009,"PYRAMID ROCK",-0.0313060456459031,"F",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"82R",2001,"PYRAMID ROCK",-0.195995006959409,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"82Y",2002,"SOUTH SEAL ROCK",1.07084315699064,NA,12,12,2,3,4,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"830R",2009,"PYRAMID ROCK",-0.360683968272914,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"831R",2009,"PYRAMID ROCK",-0.246668533517411,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"832R",2009,"PYRAMID ROCK",0.171388060586104,"F",12,12,12,12,12,12,12,12,12,2,3,4,5,6,12,8,9,10,12
"833R",2009,"PYRAMID ROCK",0.804807142561126,"M",12,12,12,12,12,12,12,12,12,12,3,12,12,6,12,12,9,12,11
"834R",2009,"PYRAMID ROCK",-0.500036166307419,"F",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"835R",2009,"PYRAMID ROCK",0.450092456655114,"M",12,12,12,12,12,12,12,12,12,12,12,4,12,12,12,12,12,12,12
"836R",2009,"PYRAMID ROCK",0.399418930097112,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"837R",2009,"PYRAMID ROCK",0.437424075015614,"M",12,12,12,12,12,12,12,12,12,2,12,12,5,6,12,12,12,12,12
"838R",2009,"PYRAMID ROCK",0.0320358625515991,"F",12,12,12,12,12,12,12,12,12,12,12,12,5,6,7,8,12,10,12
"839R",2009,"PYRAMID ROCK",0.361413785178611,"F",12,12,12,12,12,12,12,12,1,12,12,12,5,6,7,12,12,12,12
"83R",2001,"PYRAMID ROCK",-1.03210819516644,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"83Y",2002,"SOUTH SEAL ROCK",0.842812287479627,"M",12,12,2,3,12,12,12,7,8,9,10,11,12,11,12,12,12,12,12
"840R",2009,"PYRAMID ROCK",-0.411357494830916,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"841R",2009,"PYRAMID ROCK",0.0320358625515991,"F",12,12,12,12,12,12,12,12,1,12,3,12,5,6,12,12,9,10,12
"842R",2009,"PYRAMID ROCK",-0.487367784667919,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,12,12,12,12
"843R",2009,"PYRAMID ROCK",0.34874540353911,"M",12,12,12,12,12,12,12,12,1,12,12,12,5,12,12,12,12,12,12
"844R",2009,"PYRAMID ROCK",0.0320358625515991,"F",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"845R",2009,"PYRAMID ROCK",0.62744979960812,"M",12,12,12,12,12,12,12,12,12,2,12,4,5,12,7,12,12,12,12
"846R",2009,"PYRAMID ROCK",-0.119984717122406,"M",12,12,12,12,12,12,12,12,12,12,3,12,5,6,7,12,12,12,12
"847R",2009,"PYRAMID ROCK",0.361413785178611,"F",12,12,12,12,12,12,12,12,1,12,12,12,5,12,12,12,12,12,12
"848R",2009,"PYRAMID ROCK",-0.436694258109917,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,6,12,12,12,12,12
"849R",2009,"PYRAMID ROCK",0.538771128131617,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"84R",2001,"PYRAMID ROCK",-0.398689113191416,"F",12,12,3,4,5,6,7,8,9,10,12,12,12,11,11,11,12,12,12
"84Y",2002,"SOUTH SEAL ROCK",0.184056442225605,"F",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"850R",2009,"PYRAMID ROCK",0.652786562887121,"F",12,12,12,12,12,12,12,12,12,2,3,4,5,12,7,8,9,10,12
"851R",2009,"PYRAMID ROCK",0.462760838294615,"M",12,12,12,12,12,12,12,12,12,12,3,4,5,12,12,8,9,12,12
"852R",2009,"PYRAMID ROCK",1.33687917142015,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,7,12,12,12,12
"853R",2009,"PYRAMID ROCK",-0.0693111905644041,"F",12,12,12,12,12,12,12,12,12,2,3,12,5,6,7,8,12,12,12
"854R",2009,"PYRAMID ROCK",0.538771128131617,"F",12,12,12,12,12,12,12,12,12,2,12,4,12,6,7,12,9,12,12
"855R",2009,"PYRAMID ROCK",-0.132653098761906,"F",12,12,12,12,12,12,12,12,12,2,12,12,5,12,7,12,12,12,12
"856R",2009,"PYRAMID ROCK",0.0320358625515991,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"857R",2009,"PYRAMID ROCK",0.450092456655114,"M",12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12,12,12
"858R",2009,"PYRAMID ROCK",0.133382915667603,"M",12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12,12,12
"859R",2009,"PYRAMID ROCK",0.0953777707491013,"F",12,12,12,12,12,12,12,12,12,2,3,4,5,6,7,8,9,10,12
"85R",2001,"PYRAMID ROCK",0.703460089445123,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"85Y",2002,"SOUTH SEAL ROCK",0.437424075015614,"F",12,12,2,3,4,5,6,7,8,12,12,12,12,12,12,12,12,12,12
"860R",2009,"PYRAMID ROCK",0.361413785178611,"F",12,12,12,12,12,12,12,12,12,2,3,4,5,6,7,8,9,10,12
"861R",2009,"PYRAMID ROCK",-0.360683968272914,"F",12,12,12,12,12,12,12,12,12,2,3,4,5,6,7,8,9,10,12
"862R",2009,"PYRAMID ROCK",0.538771128131617,"M",12,12,12,12,12,12,12,12,1,2,12,4,5,6,7,12,9,12,12
"863R",2009,"PYRAMID ROCK",0.576776273050118,"M",12,12,12,12,12,12,12,12,12,2,3,4,5,6,7,12,12,12,11
"864R",2011,"PYRAMID ROCK",0.61478141796862,"M",12,12,12,12,12,12,12,12,12,12,1,2,12,4,5,12,7,12,12
"865R",2011,"PYRAMID ROCK",1.53957327765215,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"866R",2011,"PYRAMID ROCK",-0.157989862040908,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"867R",2011,"PYRAMID ROCK",0.640118181247621,"F",12,12,12,12,12,12,12,12,12,12,12,2,3,4,5,6,7,8,9
"868R",2011,"PYRAMID ROCK",-0.449362639749417,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"869R",2011,"PYRAMID ROCK",0.33607702189961,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"86R",2001,"PYRAMID ROCK",-0.272005296796411,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"86Y",2002,"SOUTH SEAL ROCK",0.741465234363624,"F",12,12,12,12,4,5,6,7,8,9,10,11,11,11,11,11,11,11,12
"870R",2011,"PYRAMID ROCK",0.602113036329119,"M",12,12,12,12,12,12,12,12,12,12,12,2,3,4,12,12,12,12,12
"871R",2011,"PYRAMID ROCK",-0.0819795722039047,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"872R",2011,"PYRAMID ROCK",0.652786562887121,"F",12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,7,8,12
"873R",2011,"PYRAMID ROCK",0.0700410074701005,"M",12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,12,7,8,9
"874R",2011,"PYRAMID ROCK",0.184056442225605,"F",12,12,12,12,12,12,12,12,12,12,12,2,3,4,5,6,7,8,9
"875R",2011,"PYRAMID ROCK",-0.195995006959409,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"876R",2011,"PYRAMID ROCK",0.0953777707491013,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"877R",2011,"PYRAMID ROCK",-0.436694258109917,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"878R",2011,"PYRAMID ROCK",-0.0186376640064025,"F",12,12,12,12,12,12,12,12,12,12,1,2,3,4,5,6,7,12,9
"879R",2011,"PYRAMID ROCK",-0.259336915156911,"M",12,12,12,12,12,12,12,12,12,12,12,2,3,12,12,12,7,12,9
"87R",2001,"PYRAMID ROCK",0.171388060586104,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"87Y",2002,"SOUTH SEAL ROCK",0.90615419567713,"F",12,1,2,12,4,5,12,7,8,9,10,12,12,12,12,12,12,12,12
"880R",2011,"PYRAMID ROCK",-0.107316335482906,"F",12,12,12,12,12,12,12,12,12,12,12,2,3,4,5,6,7,8,9
"881R",2011,"PYRAMID ROCK",0.33607702189961,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"882R",2011,"PYRAMID ROCK",0.412087311736612,"M",12,12,12,12,12,12,12,12,12,12,12,12,3,4,12,6,7,8,9
"883R",2011,"PYRAMID ROCK",0.108046152388602,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,4,12,12,12,12,12
"884R",2011,"PYRAMID ROCK",-0.424025876470417,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"885R",2011,"PYRAMID ROCK",-0.157989862040908,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"886R",2011,"PYRAMID ROCK",0.285403495341608,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"887R",2011,"PYRAMID ROCK",0.589444654689619,"M",12,12,12,12,12,12,12,12,12,12,12,12,3,12,5,6,7,8,9
"888R",2011,"PYRAMID ROCK",0.0447042441910997,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"889R",2011,"PYRAMID ROCK",-0.119984717122406,"M",12,12,12,12,12,12,12,12,12,12,12,12,3,12,12,12,12,12,12
"88R",2001,"PYRAMID ROCK",-0.930761142050434,"F",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"88Y",2002,"SOUTH SEAL ROCK",0.500765983213116,"F",12,12,2,3,4,5,12,7,8,9,10,12,12,12,12,12,12,12,12
"890R",2011,"PYRAMID ROCK",-0.487367784667919,"F",12,12,12,12,12,12,12,12,12,12,12,2,3,12,12,12,12,12,12
"891R",2011,"PYRAMID ROCK",0.285403495341608,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"892R",2011,"PYRAMID ROCK",0.513434364852616,"F",12,12,12,12,12,12,12,12,12,12,12,12,3,4,5,6,7,8,9
"893R",2011,"PYRAMID ROCK",0.184056442225605,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"894R",2011,"PYRAMID ROCK",0.260066732062607,"M",12,12,12,12,12,12,12,12,12,12,12,2,3,4,5,6,12,12,12
"895R",2011,"PYRAMID ROCK",-0.284673678435912,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"896R",2011,"PYRAMID ROCK",-0.183326625319908,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"897R",2011,"PYRAMID ROCK",0.196724823865105,"M",12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12,12,12
"898R",2011,"PYRAMID ROCK",0.462760838294615,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"899R",2011,"PYRAMID ROCK",-0.0566428089249039,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"89R",2001,"PYRAMID ROCK",0.209393205504606,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"89Y",2002,"SOUTH SEAL ROCK",0.0193674809120989,"F",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"8R",2001,"PYRAMID ROCK",-0.170658243680408,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"8Y",2002,"SOUTH SEAL ROCK",0.34874540353911,"M",12,12,2,3,4,5,6,7,8,12,10,11,11,11,11,12,12,12,12
"900R",2011,"PYRAMID ROCK",0.564107891410618,"M",12,12,12,12,12,12,12,12,12,12,1,2,3,12,12,12,7,8,9
"901R",2001,"PYRAMID ROCK",0.298071876981109,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"902R",2011,"PYRAMID ROCK",-0.22133177023841,"F",12,12,12,12,12,12,12,12,12,12,12,2,12,4,12,12,12,12,12
"903R",2011,"PYRAMID ROCK",0.690791707805623,"M",12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12
"904R",2011,"PYRAMID ROCK",-0.23400015187791,"M",12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12
"905R",2011,"PYRAMID ROCK",0.424755693376113,"M",12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12
"906R",2011,"PYRAMID ROCK",0.285403495341608,"F",12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12,12,12
"907R",2011,"PYRAMID ROCK",-0.51270454794692,"F",12,12,12,12,12,12,12,12,12,12,12,12,3,12,5,6,7,8,9
"908R",2011,"PYRAMID ROCK",0.298071876981109,"M",12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12
"909R",2011,"PYRAMID ROCK",0.108046152388602,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"90R",2001,"PYRAMID ROCK",-0.208663388598909,"M",1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"90Y",2002,"SOUTH SEAL ROCK",-0.132653098761906,"F",12,1,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
"910R",2011,"PYRAMID ROCK",-0.424025876470417,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"911R",2011,"PYRAMID ROCK",-0.930761142050434,"M",12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,12,12,12,12
"912_",2011,"PYRAMID ROCK",-0.348015586633414,"F",12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12
"912R",2011,"PYRAMID ROCK",0.500765983213116,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"914R",2011,"PYRAMID ROCK",0.234729968783606,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"915R",2011,"PYRAMID ROCK",0.222061587144106,"M",12,12,12,12,12,12,12,12,12,12,1,2,12,12,12,12,12,12,12
"916R",2011,"PYRAMID ROCK",0.0320358625515991,"F",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"917R",2011,"PYRAMID ROCK",0.475429219934115,"M",12,12,12,12,12,12,12,12,12,12,1,12,12,12,12,12,12,12,12
"918R",2011,"PYRAMID ROCK",0.374082166818111,"F",12,12,12,12,12,12,12,12,12,12,12,12,12,12,5,6,7,12,9
"919R",2011,"PYRAMID ROCK",-0.449362639749417,"F",12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12
"91Y",2002,"SOUTH SEAL ROCK",0.716128471084623,"F",12,12,2,3,4,5,6,7,8,9,10,11,11,11,11,12,11,12,12
"920R",2011,"PYRAMID ROCK",-0.588714837783923,"F",12,12,12,12,12,12,12,12,12,12,12,2,12,12,12,12,12,12,12
"921R",2011,"PYRAMID ROCK",1.00750124879313,"F",12,12,12,12,12,12,12,12,12,12,12,12,3,4,5,12,7,12,12
